label,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,angle_30,angle_31,angle_32
downdog,4.426009169185887,2.9428679662437247,4.222340370957681,15.586579553898417,7.716691860532606,2.2613101166457454,17.584753954647226,27.996867255212948,35.25539966382835,1.4175016004752763,5.066616125966675,4.581479559510399,1.460082571069961,16.10552600104002,59.01092581240822,11.794265951408711,49.275140437256674,39.371059583512505,38.3599817351886,6.648288751242745,5.565249789950116,13.33151718969549,8.816818035521834,10.070237512054987,18.18737520209202,0.8893837853643305,5.073192632531612
downdog,6.869959934454042,22.316359640347557,5.407441952757097,13.622076932639345,27.48882910373044,3.247702331366355,10.58645872762284,32.42617601168266,43.098412844945315,3.317314120766156,10.03597899913433,6.453111065918051,19.423105077286095,13.237563387228349,16.3023077612373,9.998050056606921,20.357966817349137,10.762107574376543,10.005027113592234,8.145284000078647,9.340603140494608,1.0815623619885457,4.108869771868825,7.676456947888596,6.135381211008507,1.6953314651740747,3.610468048465272
downdog,6.125964658721886,8.757197691580288,1.17889040691648,7.41377987605901,13.74086486730431,0.9429766148318777,0.9301053919965625,46.31327777258727,50.64384928343943,5.698207788725426,6.370834090962603,2.161551324584849,0.7139278616822935,5.500235246012096,29.38948698265243,9.353148329109594,19.885108655345846,85.72772245470034,85.09737400473858,30.666093493008503,29.682611667658335,13.290336812850342,13.17918194246198,9.355051702426252,1.5376707299937777,2.325350742147325,2.4254166511311723
downdog,2.49269922628409,10.311092597952992,100.37913729696416,34.70393452668303,6.063134264454845,2.2105267620353857,11.828719775204803,18.15312307594492,30.14059765835661,8.599823224585151,4.167354397585797,14.053568977457019,14.794137097157801,1.3290214980751784,58.68964545099301,0.7862150217468553,49.11613171232116,40.90589340841826,42.164901041062876,5.6874531917166,5.332494752835572,9.80901605573311,3.4532353497491215,54.17686728680489,33.43433173168542,7.210343315960914,5.164542488117892
downdog,7.154417128531309,11.020031856175393,0.8219595342821435,7.402882956647574,11.323707292798119,2.651176881040925,18.862916880641848,63.53393149859142,61.436282148845706,6.613737148680713,7.043466456686531,8.279537186156915,5.103617743420642,60.231518611455954,54.492925899653144,47.376362166300815,44.74164343151209,91.58535080686286,93.7436573706817,9.171517631354646,6.8982073864114,17.1807189603027,9.875526537686596,20.22292317570158,10.153010108634476,16.84452496569253,5.60022362119868
downdog,5.440190716087231,12.624666874074663,0.30181830901361195,6.137410353747271,16.574046799751727,1.0221782859377413,10.733660016387091,53.317983058247336,57.38610653116419,7.519907804296906,6.24962674566703,20.14542044287529,4.4066543498909425,27.324412276662102,38.82702725581571,24.4406513346863,29.82922750745457,15.870725083474483,14.220478385780837,10.197238084404773,8.729761903788159,3.1256508954473077,4.14921239376153,3.6308628662458347,19.118727669718368,1.8174383528818154,0.4495891925000777
downdog,5.487112951477189,5.104618666114206,3.649731565676717,7.499727174606761,7.456211019945556,0.9395386389425937,6.046953231957332,58.92720657525115,59.28883321656623,0.4102552763888525,0.2111743821700145,17.00693235615674,3.1571722043735804,11.76504902292318,57.55297908183333,1.4969734120204663,48.65655529317112,45.17881016454433,42.75876856463964,5.9267169434971265,6.198204485806514,13.17683437838312,20.795487110737753,3.844177134554073,14.313822582261935,7.708936538579593,2.1483844698568006
downdog,1.3706093742000647,14.259062003751438,2.5211662219189463,12.039195539618703,10.326554919166881,2.41824292961266,0.40254933167835816,35.60649575164449,39.79800387014875,7.438034206256447,7.1255619946626325,2.4751145428163,10.329550139130191,1.9595803332483257,10.750876201359162,0.40950575696858493,32.50230788905939,50.771672116808354,51.00031890527205,7.140647578377383,2.1246442346810284,11.707803371373046,10.816425857106196,3.0828378622363175,10.803045575035455,3.625934259351528,1.1891073940085732
downdog,5.416381691369921,22.464312335054814,2.2571905652511077,12.325490787349253,16.98606123396239,3.6409910341173486,4.937035889650929,41.86541602046779,45.88731762617239,5.36357917142297,8.005823532883113,3.6859270816014202,2.066476893290627,37.579115239909186,49.82237909953595,26.92595983524331,40.68029088327611,42.87846203006726,41.25901707931848,4.709953576450204,2.0562546784896085,2.7078930033544566,6.351847460302338,0.3447869837820434,2.6328915304402756,5.297483326907848,6.988575624058832
downdog,5.196902992969203,3.602714759686762,2.843299808646151,1.7167975023927227,4.64692094532073,9.11729410812427,19.813506566961735,65.07849639601042,63.158422038418536,5.570821782156628,10.719939512673193,18.325388060419414,3.47784362432094,20.179250966940202,32.29742002590798,17.28560497951917,25.558974486974087,13.768235340334115,15.78761156004606,8.081657975777802,3.253419095143812,2.125292965643723,5.438106129415985,16.846299901646184,9.516866488663638,3.3962282282682423,5.059876118390616
downdog,6.727311438786704,2.9127970950622455,1.8242807703420851,4.235853331803753,7.340437817942188,0.46176444251861426,7.799937813597609,75.20596221200486,80.08569587462814,0.5847530677258419,2.6686620585228127,9.610095686697406,3.4210764767165642,3.0757727635350705,50.46405838274673,3.5412461952757823,40.63468543277742,53.31654767483729,51.67402185785676,8.914388946877267,8.24494798227471,5.2379311639493835,6.693913087597906,5.607170230320406,2.5538500686308083,5.753909877207935,5.512407284830239
downdog,7.2187616546842905,10.576837042881877,3.190132476832872,12.778238543114469,0.05774875563039927,0.46044080025842504,4.8648865573196645,70.98803363146186,71.80010947717628,44.72502940737216,31.563203646747212,15.82382846546983,6.1804656402881335,22.592713194501997,19.344269430133593,21.376441104952086,20.418666167594168,54.05559990007493,52.54649378802702,2.9185624545976907,1.6499781039447043,6.983445650626436,4.52921603723513,24.225858867461632,20.426209629796233,1.3357119301342912,0.33304514933307416
downdog,6.9928397589499145,4.688179487232119,5.8610937261071,14.520997257731153,1.417539864164084,2.0323460056593774,14.002252996682472,10.942560533233419,11.914058698599987,2.7607955455739273,8.160138463494832,16.476191861258343,30.082548110047,44.0905939703932,81.47394662493028,21.732010917788934,90.9165949984118,56.766554927803625,56.43895675336236,0.47892666598730216,6.761418724607722,2.7106296977805755,1.4116272935789311,6.657580949038703,13.080216643029416,2.0311220863612327,2.8800147117264956
downdog,0.5391277679201725,15.003084349627713,5.775049707307687,9.23225493228989,11.221028272184782,3.3308729647492044,19.683032242467675,57.1592719377183,49.754873360902636,13.660991373020948,11.049664973375371,2.8752273601122056,6.489434564424641,26.45332101741039,19.432326798964098,16.873700123957683,23.44457771121496,18.330796019103317,16.945645119320446,7.288551625710056,7.297174620437858,16.796239334628893,10.901398368503294,6.048967055463336,3.132377278810992,8.684778875699926,3.12731864953194
